"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"1/1/2007","00:46:00",2.82305,0.214,240.3,10.8,0,2,0
"1/1/2007","00:47:00",2.554,0.148,240.85,10.6,0,1,0
"1/1/2007","00:48:00",2.8252,0,240.98,10.2,0,0,0
"1/1/2007","00:49:00",2.472,0,241.4,10.2,0,0,0
"1/1/2007","00:50:00",2.8247,0,242.11,10.2,0,0,0
"1/1/2007","00:51:00",2.82435,0,242.12,10.2,0,0,0
"1/1/2007","00:52:00",2.482,0,241.96,10.2,0,0,0
"1/1/2007","00:53:00",2.82385,0,241.98,10.2,0,0,0
"1/1/2007","00:54:00",2.48,0,241.84,10.2,0,0,0
"1/1/2007","00:55:00",2.458,0,240.63,10.2,0,0,0
"1/1/2007","00:56:00",2.8231,0,240.81,10.2,0,0,0
"1/1/2007","00:57:00",2.823,0,240.82,10.2,0,0,0
"1/1/2007","00:58:00",2.8234,0,241.39,10.2,0,0,0
"1/1/2007","00:59:00",2.82355,0,241.09,10.2,0,0,0
"1/1/2007","01:00:00",2.8216,0,241.09,10.2,0,0,0
"1/1/2007","01:01:00",2.8226,0.118,241.79,10.6,0,0,0
"1/1/2007","01:02:00",2.8235,0.132,242.04,10.6,0,0,0
"1/1/2007","01:03:00",2.82165,0.128,241.43,10.6,0,0,0
"1/1/2007","01:04:00",2.566,0.128,241.05,10.6,0,0,0
"1/1/2007","01:05:00",2.81635,0.126,240.98,10.6,0,0,0
"1/1/2007","01:06:00",2.56,0.126,240.91,10.6,0,0,0
"1/1/2007","01:07:00",2.552,0.124,240.58,10.6,0,0,0
"1/1/2007","01:08:00",2.8096,0.128,241.19,10.6,0,0,0
"1/1/2007","01:09:00",2.80745,0.126,240.99,10.6,0,0,0
"1/1/2007","01:10:00",2.56,0.126,241.12,10.6,0,0,0
"1/1/2007","01:11:00",2.576,0.132,241.95,10.6,0,0,0
"1/1/2007","01:12:00",2.80165,0.13,241.73,10.6,0,0,0
"1/1/2007","01:13:00",2.56,0.128,241.24,10.6,0,0,0
"1/1/2007","01:14:00",2.79715,0.128,241.49,10.6,0,0,0
"1/1/2007","01:15:00",2.79365,0,242,10.2,0,0,0
"1/1/2007","01:16:00",2.482,0,241.94,10.2,0,0,0
"1/1/2007","01:17:00",2.78675,0,241.79,10.2,0,0,0
"1/1/2007","01:18:00",2.7849,0,242,10.2,0,0,0
"1/1/2007","01:19:00",2.78435,0.102,242.37,10.6,0,0,0
"1/1/2007","01:20:00",2.564,0.102,242.3,10.6,0,0,0
"1/1/2007","01:21:00",2.78305,0.106,243.15,10.6,0,0,0
"1/1/2007","01:22:00",2.572,0.104,242.8,10.6,0,0,0
"1/1/2007","01:23:00",2.566,0.102,242.53,10.6,0,0,0
"1/1/2007","01:24:00",2.57,0.104,242.8,10.6,0,0,0
"1/1/2007","01:25:00",2.57,0.104,242.82,10.6,0,0,0
"1/1/2007","01:26:00",2.7794,0.104,242.73,10.6,0,0,0
"1/1/2007","01:27:00",2.77815,0,241.47,10.2,0,0,0
"1/1/2007","01:28:00",2.7779,0,241.52,10.2,0,0,0
"1/1/2007","01:29:00",2.7775,0,240.56,10.2,0,0,0
"1/1/2007","01:30:00",2.77655,0,240.11,10.2,0,0,0
"1/1/2007","01:31:00",2.77555,0,240.03,10.2,0,0,0
"1/1/2007","01:32:00",2.7748,0,240.3,10.2,0,0,0
"1/1/2007","01:33:00",2.452,0,240.37,10.2,0,0,0
"1/1/2007","01:34:00",2.7733,0,240.34,10.2,0,0,0
"1/1/2007","01:35:00",2.444,0,239.95,10.2,0,0,0
"1/1/2007","01:36:00",2.77255,0,239.91,10.2,0,0,0
"1/1/2007","01:37:00",2.77255,0,240.89,10.2,0,0,0
"1/1/2007","01:38:00",2.7735,0.052,240.01,10.4,0,0,0
"1/1/2007","01:39:00",2.546,0.12,239.63,10.6,0,0,0
"1/1/2007","01:40:00",2.548,0.122,240,10.6,0,0,0
"1/1/2007","01:41:00",2.548,0.122,240.04,10.6,0,0,0
"1/1/2007","01:42:00",2.552,0.122,240.36,10.6,0,0,0
"1/1/2007","01:43:00",2.544,0.12,239.96,10.6,0,0,0
"1/1/2007","01:44:00",2.538,0.12,239.83,10.6,0,0,0
"1/1/2007","01:45:00",2.548,0.122,240.42,10.6,0,0,0
"1/1/2007","01:46:00",2.554,0.124,240.71,10.6,0,0,0
"1/1/2007","01:47:00",2.7735,0.124,240.74,10.6,0,0,0
"1/1/2007","01:48:00",2.55,0.124,240.66,10.6,0,0,0
"1/1/2007","01:49:00",2.548,0.124,240.6,10.6,0,0,0
"1/1/2007","01:50:00",2.552,0.124,240.8,10.6,0,0,0
"1/1/2007","01:51:00",2.772,0.122,240.56,10.6,0,0,0
"1/1/2007","01:52:00",2.7703,0.048,240.89,10.4,0,0,0
"1/1/2007","01:53:00",2.76795,0,241.03,10.2,0,0,0
"1/1/2007","01:54:00",2.7658,0,241.77,10.2,0,0,0
"1/1/2007","01:55:00",2.7651,0,241.46,10.2,0,0,0
"1/1/2007","01:56:00",2.47,0,241.28,10.2,0,0,0
"1/1/2007","01:57:00",2.76445,0,240.93,10.2,0,0,0
"1/1/2007","01:58:00",2.45,0,240.24,10.2,0,0,0
"1/1/2007","01:59:00",2.76155,0,239.61,10.4,0,0,0
"1/1/2007","02:00:00",2.504,0.088,239.26,10.4,0,0,0
"1/1/2007","02:01:00",2.75905,0.096,241.07,10.4,0,0,0
"1/1/2007","02:02:00",2.75895,0.102,242.48,10.6,0,0,0
"1/1/2007","02:03:00",2.75895,0.102,242.42,10.6,0,0,0
"1/1/2007","02:04:00",2.75905,0.106,242.95,10.6,0,0,0
"1/1/2007","02:05:00",2.75935,0.108,243.38,10.6,0,0,0
"1/1/2007","02:06:00",2.7596,0.106,243.17,10.6,0,0,0
"1/1/2007","02:07:00",2.556,0.082,242.89,10.4,0,0,0
"1/1/2007","02:08:00",2.7616,0,242.94,10.2,0,0,0
"1/1/2007","02:09:00",2.514,0,243.57,10.2,0,0,0
"1/1/2007","02:10:00",2.76455,0,243.28,10.2,0,0,0
"1/1/2007","02:11:00",2.7664,0,243.91,10.2,0,0,0
"1/1/2007","02:12:00",2.76805,0,243.76,10.2,0,0,0
"1/1/2007","02:13:00",2.518,0,243.81,10.2,0,0,0
"1/1/2007","02:14:00",2.77125,0,243.57,10.2,0,0,0
"1/1/2007","02:15:00",2.77365,0,243.32,10.4,0,0,0
"1/1/2007","02:16:00",2.608,0.134,242.76,10.6,0,0,0
"1/1/2007","02:17:00",2.78175,0.14,243.66,10.6,0,0,0
"1/1/2007","02:18:00",2.78445,0.138,243.64,10.6,0,0,0
"1/1/2007","02:19:00",2.78625,0.138,243.72,10.6,0,0,0
"1/1/2007","02:20:00",2.78815,0.142,244.15,10.6,0,0,0
"1/1/2007","02:21:00",2.632,0.144,244.6,10.6,0,0,0
"1/1/2007","02:22:00",2.7922,0.144,244.5,10.6,0,0,0
"1/1/2007","02:23:00",2.79415,0.142,244.22,10.6,0,0,0
"1/1/2007","02:24:00",2.614,0.14,243.88,10.6,0,0,0
"1/1/2007","02:25:00",2.79725,0.136,242.97,10.6,0,0,0
"1/1/2007","02:26:00",2.79835,0.136,243.07,10.6,0,0,0
"1/1/2007","02:27:00",2.584,0.132,242.45,10.6,0,0,0
"1/1/2007","02:28:00",2.8002,0.134,242.84,10.6,0,0,0
"1/1/2007","02:29:00",2.568,0.086,243.33,10.4,0,0,0
"1/1/2007","02:30:00",2.514,0,243.63,10.2,0,0,0
"1/1/2007","02:31:00",2.799,0,243.79,10.2,0,0,0
"1/1/2007","02:32:00",2.518,0,243.81,10.2,0,0,0
"1/1/2007","02:33:00",2.522,0,244,10.2,0,0,0
"1/1/2007","02:34:00",2.8021,0,244.5,10.2,0,0,0
"1/1/2007","02:35:00",2.542,0,244.99,10.2,0,0,0
"1/1/2007","02:36:00",2.532,0,244.47,10.2,0,0,0
"1/1/2007","02:37:00",2.504,0,242.98,10.2,0,0,0
"1/1/2007","02:38:00",2.80755,0,242.78,10.2,0,0,0
"1/1/2007","02:39:00",2.80765,0,242.86,10.2,0,0,0
"1/1/2007","02:40:00",2.8093,0.084,242.49,10.6,0,0,0
"1/1/2007","02:41:00",2.568,0.104,242.6,10.6,0,0,0
"1/1/2007","02:42:00",2.8102,0.104,242.96,10.6,0,0,0
"1/1/2007","02:43:00",2.8104,0.104,242.85,10.6,0,0,0
"1/1/2007","02:44:00",2.8114,0.15,242.46,10.8,0,0,0
"1/1/2007","02:45:00",2.8132,0.23,242.87,10.8,0,1,0
"1/1/2007","02:46:00",2.81555,0.234,243.73,11,0,1,0
"1/1/2007","02:47:00",2.666,0.236,243.71,11,0,2,0
"1/1/2007","02:48:00",2.82135,0.18,243.2,10.8,0,1,0
"1/1/2007","02:49:00",2.823,0.122,242.69,10.6,0,2,0
"1/1/2007","02:50:00",2.586,0.124,243.02,10.6,0,1,0
"1/1/2007","02:51:00",2.82675,0.126,243.29,10.6,0,1,0
"1/1/2007","02:52:00",2.588,0.124,243.1,10.6,0,2,0
"1/1/2007","02:53:00",2.692,0.242,243.15,11,0,1,0
"1/1/2007","02:54:00",2.8374,0.264,243.15,11,0,2,0
"1/1/2007","02:55:00",2.69,0.262,243.11,11,0,1,0
"1/1/2007","02:56:00",2.8433,0.264,243.46,11,0,1,0
"1/1/2007","02:57:00",2.68,0.26,242.82,11,0,2,0
"1/1/2007","02:58:00",2.84595,0.256,242.23,11,0,1,0
"1/1/2007","02:59:00",2.84685,0.254,241.74,11,0,1,0
"1/1/2007","03:00:00",2.84745,0.254,241.63,11,0,2,0
"1/1/2007","03:01:00",2.8483,0.26,242.65,11,0,1,0
"1/1/2007","03:02:00",2.84935,0.262,242.96,11,0,1,0
"1/1/2007","03:03:00",2.67,0.262,242.97,11,0,1,0
"1/1/2007","03:04:00",2.672,0.262,243.18,11,0,2,0
"1/1/2007","03:05:00",2.85375,0.262,242.91,11,0,1,0
"1/1/2007","03:06:00",2.662,0.246,243.29,11,0,1,0
"1/1/2007","03:07:00",2.85525,0.126,243.28,10.6,0,1,0
"1/1/2007","03:08:00",2.8547,0.122,242.8,10.6,0,2,0
"1/1/2007","03:09:00",2.57,0.122,242.81,10.6,0,1,0
"1/1/2007","03:10:00",2.568,0.122,242.72,10.6,0,1,0
"1/1/2007","03:11:00",2.58,0.126,243.34,10.6,0,1,0
"1/1/2007","03:12:00",2.558,0.07,243.87,10.4,0,1,0
"1/1/2007","03:13:00",2.85865,0,244.02,10.2,0,0,0
"1/1/2007","03:14:00",2.85835,0,243.85,10.2,0,0,0
"1/1/2007","03:15:00",2.506,0,243.2,10.2,0,0,0
"1/1/2007","03:16:00",2.532,0,242.76,10.4,0,0,0
"1/1/2007","03:17:00",2.8586,0,242.82,10.4,0,0,0
"1/1/2007","03:18:00",2.54,0,243.04,10.4,0,0,0
"1/1/2007","03:19:00",2.764,0,242.39,11.4,0,0,0
"1/1/2007","03:20:00",2.7,0,243,11,0,0,0
"1/1/2007","03:21:00",2.8753,0.114,243.66,11.4,0,0,0
"1/1/2007","03:22:00",2.54,0.118,244.16,10.4,0,0,0
"1/1/2007","03:23:00",2.548,0.12,244.56,10.4,0,0,0
"1/1/2007","03:24:00",2.87225,0.122,244.86,10.4,0,0,0
"1/1/2007","03:25:00",2.86985,0.122,245.07,10.4,0,0,0
"1/1/2007","03:26:00",2.86665,0.12,244.39,10.4,0,0,0
"1/1/2007","03:27:00",2.536,0.118,244.06,10.4,0,0,0
"1/1/2007","03:28:00",2.86115,0.118,244.01,10.4,0,0,0
"1/1/2007","03:29:00",2.468,0,243.43,10,0,0,0
"1/1/2007","03:30:00",2.522,0.088,243.08,10.4,0,0,0
"1/1/2007","03:31:00",2.85585,0.144,243.12,10.4,0,0,0
"1/1/2007","03:32:00",2.85455,0.14,242.36,10.4,0,0,0
"1/1/2007","03:33:00",2.85055,0.14,242.17,10.4,0,0,0
"1/1/2007","03:34:00",2.536,0.142,242.55,10.4,0,0,0
"1/1/2007","03:35:00",2.534,0.142,242.57,10.4,0,0,0
"1/1/2007","03:36:00",2.83875,0.144,242.78,10.4,0,0,0
"1/1/2007","03:37:00",2.538,0.144,242.89,10.4,0,0,0
"1/1/2007","03:38:00",2.83205,0.144,243,10.4,0,0,0
"1/1/2007","03:39:00",2.54,0.144,243.07,10.4,0,0,0
"1/1/2007","03:40:00",2.82665,0.146,243.43,10.4,0,0,0
"1/1/2007","03:41:00",2.82375,0.148,243.66,10.4,0,0,0
"1/1/2007","03:42:00",2.542,0.146,243.25,10.4,0,0,0
"1/1/2007","03:43:00",2.544,0.146,243.39,10.4,0,0,0
"1/1/2007","03:44:00",2.8122,0,243.8,10,0,0,0
"1/1/2007","03:45:00",2.8068,0,243.29,10,0,0,0
"1/1/2007","03:46:00",2.8014,0,243.18,10,0,0,0
"1/1/2007","03:47:00",2.456,0,243.63,10,0,0,0
"1/1/2007","03:48:00",2.46,0,243.77,10,0,0,0
"1/1/2007","03:49:00",2.7925,0,243.18,10,0,0,0
"1/1/2007","03:50:00",2.78975,0,243.66,10,0,0,0
"1/1/2007","03:51:00",2.78665,0,243.61,10,0,0,0
"1/1/2007","03:52:00",2.452,0,243.44,10,0,0,0
"1/1/2007","03:53:00",2.448,0,243.18,10,0,0,0
"1/1/2007","03:54:00",2.45,0,243.18,10,0,0,0
"1/1/2007","03:55:00",2.779,0,243.21,10,0,0,0
"1/1/2007","03:56:00",2.7771,0,243.49,10,0,0,0
"1/1/2007","03:57:00",2.43,0,243.19,10,0,0,0
"1/1/2007","03:58:00",2.7711,0,242.99,9.8,0,0,0
"1/1/2007","03:59:00",2.7621,0,242.13,9.8,0,0,0
"1/1/2007","04:00:00",2.7546,0,241.96,9.8,0,0,0
"1/1/2007","04:01:00",2.745,0,241.47,10,0,0,0
"1/1/2007","04:02:00",2.7434,0.102,241.91,10.2,0,0,0
"1/1/2007","04:03:00",2.474,0.102,241.91,10.2,0,0,0
"1/1/2007","04:04:00",2.482,0.104,242.2,10.2,0,0,0
"1/1/2007","04:05:00",2.484,0.104,242.38,10.2,0,0,0
"1/1/2007","04:06:00",2.474,0.102,241.96,10.2,0,0,0
"1/1/2007","04:07:00",2.474,0.102,242,10.2,0,0,0
"1/1/2007","04:08:00",2.7358,0.232,241.31,10.6,0,0,0
"1/1/2007","04:09:00",2.574,0.224,242.23,10.6,0,0,0
"1/1/2007","04:10:00",2.73835,0.136,242.68,10.4,0,0,0
"1/1/2007","04:11:00",2.7375,0.138,242.99,10.4,0,0,0
"1/1/2007","04:12:00",2.73655,0.132,241.8,10.2,0,0,0
"1/1/2007","04:13:00",2.496,0.132,241.82,10.2,0,0,0
"1/1/2007","04:14:00",2.73465,0.132,241.89,10.2,0,0,0
"1/1/2007","04:15:00",2.73345,0.13,241.44,10.2,0,0,0
"1/1/2007","04:16:00",2.7322,0.13,241.57,10.2,0,0,0
"1/1/2007","04:17:00",2.48,0.128,241.15,10.2,0,0,0
"1/1/2007","04:18:00",2.72945,0.132,241.67,10.2,0,0,0
"1/1/2007","04:19:00",2.49,0.132,241.78,10.2,0,0,0
"1/1/2007","04:20:00",2.484,0.13,241.53,10.2,0,0,0
"1/1/2007","04:21:00",2.7245,0.104,241.34,10.2,0,0,0
"1/1/2007","04:22:00",2.398,0,241.79,9.8,0,0,0
"1/1/2007","04:23:00",2.7171,0,241.48,9.8,0,0,0
"1/1/2007","04:24:00",2.406,0,242.25,9.8,0,0,0
"1/1/2007","04:25:00",2.7143,0,241.76,9.8,0,0,0
"1/1/2007","04:26:00",2.7131,0,241.83,9.8,0,0,0
"1/1/2007","04:27:00",2.398,0,240.61,9.8,0,0,0
"1/1/2007","04:28:00",2.402,0,240.97,9.8,0,0,0
"1/1/2007","04:29:00",2.70915,0,242,9.8,0,0,0
"1/1/2007","04:30:00",2.412,0,242.56,9.8,0,0,0
"1/1/2007","04:31:00",2.42,0,243.02,9.8,0,0,0
"1/1/2007","04:32:00",2.418,0,242.87,9.8,0,0,0
"1/1/2007","04:33:00",2.7056,0,243.13,9.8,0,0,0
"1/1/2007","04:34:00",2.418,0,242.87,9.8,0,0,0
"1/1/2007","04:35:00",2.416,0,242.76,9.8,0,0,0
"1/1/2007","04:36:00",2.42,0,243.04,9.8,0,0,0
"1/1/2007","04:37:00",2.7029,0,243.24,9.8,0,0,0
"1/1/2007","04:38:00",2.43,0,243.5,9.8,0,0,0
"1/1/2007","04:39:00",2.7039,0,243.81,10,0,0,0
"1/1/2007","04:40:00",2.436,0,243.83,10,0,0,0
"1/1/2007","04:41:00",2.70515,0,243.59,9.8,0,0,0
"1/1/2007","04:42:00",2.70495,0,243.21,10,0,0,0
"1/1/2007","04:43:00",2.516,0.112,244.19,10.2,0,0,0
"1/1/2007","04:44:00",2.70665,0.11,243.81,10.2,0,0,0
"1/1/2007","04:45:00",2.548,0.158,243.09,10.4,0,0,0
"1/1/2007","04:46:00",2.7114,0.244,242.9,10.6,0,0,0
"1/1/2007","04:47:00",2.71435,0.242,242.73,10.6,0,0,0
"1/1/2007","04:48:00",2.7148,0.246,243.21,10.6,0,0,0
"1/1/2007","04:49:00",2.71495,0.24,242.48,10.6,0,0,0
"1/1/2007","04:50:00",2.55,0.204,242.25,10.4,0,0,0
"1/1/2007","04:51:00",2.7154,0.136,242.51,10.2,0,0,0
"1/1/2007","04:52:00",2.71585,0.138,242.99,10.2,0,0,0
"1/1/2007","04:53:00",2.512,0.138,242.83,10.2,0,0,0
"1/1/2007","04:54:00",2.71655,0.136,242.71,10.2,0,0,0
"1/1/2007","04:55:00",2.7171,0.138,242.72,10.2,0,0,0
"1/1/2007","04:56:00",2.71765,0.138,242.89,10.2,0,0,0
"1/1/2007","04:57:00",2.71855,0.14,243.2,10.2,0,0,0
"1/1/2007","04:58:00",2.71945,0.142,243.69,10.2,0,0,0
"1/1/2007","04:59:00",2.7187,0,244.06,10,0,0,0
"1/1/2007","05:00:00",2.436,0,243.85,10,0,0,0
"1/1/2007","05:01:00",2.434,0,243.71,10,0,0,0
"1/1/2007","05:02:00",2.432,0,243.68,10,0,0,0
"1/1/2007","05:03:00",2.71885,0,244.13,10,0,0,0
"1/1/2007","05:04:00",2.71975,0,244.16,10,0,0,0
"1/1/2007","05:05:00",2.72025,0,242.9,9.8,0,0,0
"1/1/2007","05:06:00",2.721,0,243.39,9.8,0,0,0
"1/1/2007","05:07:00",2.72155,0,243.03,9.8,0,0,0
"1/1/2007","05:08:00",2.426,0,243.27,9.8,0,0,0
"1/1/2007","05:09:00",2.488,0.074,243.39,10.2,0,0,0
"1/1/2007","05:10:00",2.508,0.128,243.37,10.2,0,1,0
"1/1/2007","05:11:00",2.7291,0.132,244.06,10.2,0,1,0
"1/1/2007","05:12:00",2.73175,0.132,244.26,10.2,0,2,0
"1/1/2007","05:13:00",2.524,0.132,244.17,10.2,0,1,0
"1/1/2007","05:14:00",2.73695,0.132,244.12,10.2,0,1,0
"1/1/2007","05:15:00",2.7392,0.126,243.18,10.2,0,2,0
"1/1/2007","05:16:00",2.496,0.124,242.67,10.2,0,1,0
"1/1/2007","05:17:00",2.482,0.12,241.97,10.2,0,2,0
"1/1/2007","05:18:00",2.484,0.12,242.02,10.2,0,1,0
"1/1/2007","05:19:00",2.48,0.12,241.85,10.2,0,1,0
"1/1/2007","05:20:00",2.74655,0.124,242.81,10.2,0,2,0
"1/1/2007","05:21:00",2.748,0.122,242.38,10.2,0,1,0
"1/1/2007","05:22:00",2.7484,0.12,242.17,10.2,0,2,0
"1/1/2007","05:23:00",2.7509,0.256,242.06,10.8,0,1,0
"1/1/2007","05:24:00",2.652,0.358,241.6,11,0,1,0
"1/1/2007","05:25:00",2.75695,0.358,241.57,11,0,1,0
"1/1/2007","05:26:00",2.7581,0.358,241.64,11,0,2,0
"1/1/2007","05:27:00",2.7596,0.362,242.02,11,0,1,0
"1/1/2007","05:28:00",2.654,0.364,242.37,11,0,1,0
"1/1/2007","05:29:00",2.76275,0.364,242.4,11,0,2,0
"1/1/2007","05:30:00",2.7651,0.364,242.28,11,0,1,0
"1/1/2007","05:31:00",2.76855,0.36,242.68,11,0,1,0
"1/1/2007","05:32:00",2.572,0.258,242.32,10.6,0,1,0
"1/1/2007","05:33:00",2.77175,0.264,242.96,10.6,0,1,0
"1/1/2007","05:34:00",2.58,0.262,242.86,10.6,0,2,0
"1/1/2007","05:35:00",2.564,0.256,241.98,10.6,0,1,0
"1/1/2007","05:36:00",2.526,0.21,241.66,10.4,0,1,0
"1/1/2007","05:37:00",2.398,0,241.38,9.8,0,0,0
"1/1/2007","05:38:00",2.376,0,240.61,9.8,0,0,0
"1/1/2007","05:39:00",2.38,0,240.82,9.8,0,0,0
"1/1/2007","05:40:00",2.76555,0,241.41,9.8,0,0,0
"1/1/2007","05:41:00",2.7645,0,241.51,9.8,0,0,0
"1/1/2007","05:42:00",2.396,0,241.73,9.8,0,0,0
"1/1/2007","05:43:00",2.76295,0,242.75,9.8,0,0,0
"1/1/2007","05:44:00",2.7621,0,242.3,9.8,0,0,0
"1/1/2007","05:45:00",2.4,0,241.91,9.8,0,0,0
"1/1/2007","05:46:00",2.398,0,241.82,9.8,0,0,0
"1/1/2007","05:47:00",2.7603,0,241.7,9.8,0,0,0
"1/1/2007","05:48:00",2.4,0,241.88,9.8,0,0,0
"1/1/2007","05:49:00",2.422,0,243.07,9.8,0,0,0
"1/1/2007","05:50:00",2.75585,0,243.11,9.8,0,0,0
"1/1/2007","05:51:00",2.416,0,242.78,9.8,0,0,0
"1/1/2007","05:52:00",2.4,0,241.9,9.8,0,0,0
"1/1/2007","05:53:00",2.74685,0,241.47,9.8,0,0,0
"1/1/2007","05:54:00",2.74325,0,240.89,9.8,0,0,0
"1/1/2007","05:55:00",2.372,0,240.41,9.8,0,0,0
"1/1/2007","05:56:00",2.7368,0,240.41,9.8,0,0,0
"1/1/2007","05:57:00",2.73385,0,239.97,9.8,0,0,0
"1/1/2007","05:58:00",2.38,0,240.84,9.8,0,0,0
"1/1/2007","05:59:00",2.39,0,241.31,9.8,0,0,0
"1/1/2007","06:00:00",2.7281,0.064,241.13,10.2,0,0,0
"1/1/2007","06:01:00",2.502,0.13,241.26,10.4,0,0,0
"1/1/2007","06:02:00",2.496,0.128,241.14,10.2,0,0,0
"1/1/2007","06:03:00",2.49,0.128,240.98,10.2,0,0,0
"1/1/2007","06:04:00",2.482,0.126,240.68,10.2,0,0,0
"1/1/2007","06:05:00",2.538,0.19,240.25,10.6,0,0,0
"1/1/2007","06:06:00",2.544,0.228,240.22,10.6,0,0,0
"1/1/2007","06:07:00",2.546,0.228,240.36,10.6,0,0,0
"1/1/2007","06:08:00",2.55,0.23,240.63,10.6,0,0,0
"1/1/2007","06:09:00",2.548,0.23,240.65,10.6,0,0,0
"1/1/2007","06:10:00",2.544,0.23,240.67,10.6,0,0,0
"1/1/2007","06:11:00",2.70335,0.232,240.9,10.6,0,0,0
"1/1/2007","06:12:00",2.7027,0.23,240.8,10.6,0,0,0
"1/1/2007","06:13:00",2.508,0.182,240.65,10.4,0,0,0
"1/1/2007","06:14:00",2.382,0,240.53,9.8,0,0,0
"1/1/2007","06:15:00",2.374,0,240.24,9.8,0,0,0
"1/1/2007","06:16:00",2.378,0,240.48,9.8,0,0,0
"1/1/2007","06:17:00",2.6869,0,240.52,9.8,0,0,0
"1/1/2007","06:18:00",2.392,0,241.32,9.8,0,0,0
"1/1/2007","06:19:00",2.41,0,242.29,9.8,0,0,0
"1/1/2007","06:20:00",2.6884,0,241.99,9.8,0,0,0
"1/1/2007","06:21:00",2.402,0,241.85,9.8,0,0,0
"1/1/2007","06:22:00",2.4,0,241.69,9.8,0,0,0
"1/1/2007","06:23:00",2.392,0,241.24,9.8,0,0,0
"1/1/2007","06:24:00",2.394,0,241.41,9.8,0,0,0
"1/1/2007","06:25:00",2.378,0,240.52,9.8,0,0,0
"1/1/2007","06:26:00",2.6869,0,240.93,9.8,0,0,0
"1/1/2007","06:27:00",2.6867,0,241.08,9.8,0,0,0
"1/1/2007","06:28:00",2.6865,0,241.33,9.8,0,0,0
"1/1/2007","06:29:00",2.392,0,241.31,9.8,0,0,0
"1/1/2007","06:30:00",2.68525,0,241.87,9.8,0,0,0
"1/1/2007","06:31:00",2.404,0,241.98,9.8,0,0,0
